County,State,Outbreak Date,Flock Type,Flock Size
Arapahoe,Colorado,3/24/2023,WOAH Non-Poultry,10
Ellsworth,Kansas,3/24/2023,WOAH Non-Poultry,50
Butler,Nebraska,3/24/2022,Commercial Broiler Production,418500
Buena Vista,Iowa,3/24/2022,Commercial Turkey Meat Bird,53800
Macomb,Michigan,3/24/2022,WOAH Non-Poultry,70
Jerauld,South Dakota,3/24/2022,Commercial Turkey Meat Bird,44000
Lapeer,Michigan,3/23/2023,WOAH Poultry,950
Beadle,South Dakota,3/23/2022,Commercial Turkey Meat Bird,49900
Kingsbury,South Dakota,3/23/2022,Commercial Table Egg Layer,120300
Edmunds,South Dakota,3/23/2022,Commercial Turkey Breeder Hens,30800
Suffolk,New York,3/23/2022,Commercial Upland Gamebird Producer,8500
Tompkins,New York,3/22/2023,WOAH Poultry,6500
Klamath,Oregon,3/22/2023,WOAH Non-Poultry,30
Queens,New York,3/22/2023,Live Bird Market,140
Hale,Texas,3/22/2023,WOAH Non-Poultry,20
Spink,South Dakota,3/22/2023,Commercial Upland Gamebird Producer,570
Hanson,South Dakota,3/22/2022,Commercial Turkey Meat Bird,94600
Cumberland,Maine,3/22/2022,WOAH Poultry,250
Charles Mix,South Dakota,3/22/2022,Commercial Turkey Meat Bird,53800
Beadle,South Dakota,3/22/2022,Commercial Turkey Meat Bird,29400
Butler,Nebraska,3/22/2022,Commercial Broiler Production,570000
Washington,New York,3/21/2023,WOAH Non-Poultry,50
Hillsborough,Florida,3/21/2023,Live Bird Market,340
Deaf Smith,Texas,3/20/2024,WOAH Non-Poultry,50
Warren,Iowa,3/20/2022,WOAH Non-Poultry,10
Hutchinson,South Dakota,3/20/2022,Commercial Turkey Meat Bird,50400
Knox,Maine,3/19/2022,WOAH Non-Poultry,20
York,Maine,3/19/2022,WOAH Non-Poultry,70
Knox,Maine,3/18/2024,WOAH Non-Poultry,40
Cecil,Maryland,3/18/2022,Commercial Table Egg Pullets,315400
Kingsbury,South Dakota,3/18/2022,Commercial Turkey Meat Bird,39200
Hanson,South Dakota,3/18/2022,Commercial Turkey Meat Bird,20200
Dickinson,Kansas,3/18/2022,WOAH Poultry,250
Lancaster,Pennsylvania,3/17/2023,WOAH Poultry,2500
Kent,Delaware,3/17/2022,Commercial Broiler Production,147800
Lincoln,Maine,3/17/2022,WOAH Non-Poultry,30
Sedgwick,Kansas,3/17/2022,WOAH Non-Poultry,6
Buena Vista,Iowa,3/17/2022,Commercial Table Egg Layer,5347500
Monroe,Mississippi,3/16/2023,WOAH Non-Poultry,30
Maries,Missouri,3/16/2023,WOAH Non-Poultry,10
Chester,Pennsylvania,3/16/2023,Commercial Turkey Meat Bird,11800
Lancaster,Pennsylvania,3/16/2023,WOAH Poultry,2400
Lancaster,Pennsylvania,3/16/2023,WOAH Poultry,1600
Rockingham,New Hampshire,3/16/2022,WOAH Non-Poultry,150
Mifflin,Pennsylvania,3/15/2023,WOAH Non-Poultry,60
Chickasaw,Iowa,3/15/2023,WOAH Non-Poultry,50
Ralls,Missouri,3/15/2022,WOAH Non-Poultry,100
Merrick,Nebraska,3/15/2022,WOAH Non-Poultry,90
Klamath,Oregon,3/14/2024,WOAH Non-Poultry,10
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,3000
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,2400
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,3900
Eaton,Michigan,3/14/2023,WOAH Non-Poultry,20
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,3000
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,2400
York,Maine,3/14/2022,WOAH Non-Poultry,180
Jefferson,Wisconsin,3/14/2022,Commercial Table Egg Layer,2750700
Lancaster,Pennsylvania,3/13/2023,WOAH Poultry,6000
Hutchinson,South Dakota,3/12/2024,Commercial Turkey Meat Bird,31200
Charles Mix,South Dakota,3/12/2022,Commercial Turkey Meat Bird,37500
Lincoln,Maine,3/12/2022,WOAH Non-Poultry,100
Moore,Texas,3/11/2024,WOAH Non-Poultry,280
Clay,Minnesota,3/11/2024,WOAH Non-Poultry,80
Franklin,Kansas,3/11/2022,WOAH Poultry,260
Mclean,Illinois,3/11/2022,WOAH Non-Poultry,40
Cecil,Maryland,3/10/2022,Commercial Table Egg Layer,663400
Taylor,Iowa,3/10/2022,Commercial Table Egg Layer,915900
Lawrence,Missouri,3/9/2022,Commercial Turkey Breeder Replacement Hens,37800
Queen Anne's,Maryland,3/8/2022,Commercial Broiler Production,139300
Jasper,Missouri,3/8/2022,Commercial Turkey Meat Bird,25000
New Castle,Delaware,3/8/2022,Commercial Table Egg Pullets,243900
Essex,Massachusetts,3/7/2024,WOAH Poultry,70
Rockingham,Virginia,3/7/2023,WOAH Non-Poultry,250
Bingham,Idaho,3/6/2023,WOAH Non-Poultry,10
Lancaster,Pennsylvania,3/6/2023,WOAH Poultry,310
Lancaster,Pennsylvania,3/6/2023,WOAH Poultry,1800
Lancaster,Pennsylvania,3/6/2023,WOAH Poultry,6000
Bucks,Pennsylvania,3/6/2023,WOAH Poultry,1700
Buena Vista,Iowa,3/6/2022,Commercial Turkey Meat Bird,49800
Charles Mix,South Dakota,3/5/2022,Commercial Turkey Meat Bird,44100
Chester,Pennsylvania,3/4/2023,WOAH Poultry,6900
Lancaster,Pennsylvania,3/4/2023,Commercial Turkey Meat Bird,19600
Lancaster,Pennsylvania,3/4/2023,Commercial Duck Breeder,11300
Lancaster,Pennsylvania,3/4/2023,Commercial Turkey Meat Bird,26600
Northumberland,Pennsylvania,3/4/2023,WOAH Poultry,680
Stoddard,Missouri,3/4/2022,Commercial Broiler Production,294800
Bates,Missouri,3/4/2022,WOAH Non-Poultry,50
Cecil,Maryland,3/4/2022,Commercial Table Egg Layer,644000
Douglas,Nevada,3/3/2023,WOAH Non-Poultry,20
Chester,Pennsylvania,3/3/2023,WOAH Poultry,5200
Dubois,Indiana,3/2/2022,Commercial Turkey Meat Bird,16500
New London,Connecticut,3/1/2022,WOAH Non-Poultry,160
Pottawattamie,Iowa,3/1/2022,WOAH Non-Poultry,40
Miami-dade,Florida,2/28/2023,Live Bird Market,510
Mahoning,Ohio,2/27/2024,WOAH Non-Poultry,140
Stevens,Minnesota,2/27/2024,WOAH Non-Poultry,20
Lancaster,Pennsylvania,2/27/2023,WOAH Poultry,4400
Monroe,New York,2/26/2024,WOAH Non-Poultry,20
Wayne,Illinois,2/24/2023,Commercial Turkey Meat Bird,18200
Chester,Pennsylvania,2/24/2023,WOAH Poultry,3400
Lancaster,Pennsylvania,2/24/2023,WOAH Poultry,4000
Ulster,New York,2/24/2022,WOAH Non-Poultry,70
Dubois,Indiana,2/24/2022,Commercial Turkey Meat Bird,36000
Dutchess,New York,2/24/2022,WOAH Non-Poultry,200
Onondaga,New York,2/23/2024,WOAH Non-Poultry,10
Allen,Indiana,2/23/2024,WOAH Non-Poultry,50
Dallas,Missouri,2/23/2024,WOAH Poultry,20300
Moffat,Colorado,2/23/2023,WOAH Non-Poultry,40
Lancaster,Pennsylvania,2/23/2023,WOAH Poultry,2000
Alexandria City,Virginia,2/23/2023,Live Bird Market,800
Kalamazoo,Michigan,2/23/2022,WOAH Non-Poultry,30
Knox,Maine,2/23/2022,WOAH Non-Poultry,100
Greene,Indiana,2/23/2022,Commercial Turkey Meat Bird,15400
Greene,Indiana,2/23/2022,Commercial Turkey Meat Bird,48200
Charles,Maryland,2/22/2024,WOAH Non-Poultry,30
Lancaster,Pennsylvania,2/22/2023,WOAH Poultry,4200
New Castle,Delaware,2/22/2022,Commercial Table Egg Layer,1046900
Dallas,Missouri,2/21/2024,Commercial Turkey Meat Bird,31000
Dallas,Missouri,2/21/2024,Commercial Turkey Meat Bird,12300
Franklin,Ohio,2/21/2024,WOAH Non-Poultry,10
Dallas,Missouri,2/21/2024,Commercial Turkey Meat Bird,28500
Lincoln,Nebraska,2/21/2023,WOAH Poultry,420
Lancaster,Pennsylvania,2/21/2023,Commercial Broiler Production,97700
Duplin,North Carolina,2/20/2024,Commercial Turkey Meat Bird,20900
Knox,Maine,2/19/2022,WOAH Non-Poultry,30
Suffolk,New York,2/18/2022,WOAH Non-Poultry,8
San Joaquin,California,2/17/2023,WOAH Non-Poultry,160
Copiah,Mississippi,2/17/2023,WOAH Poultry,50
Tioga,Pennsylvania,2/17/2023,WOAH Non-Poultry,50
Kanawha,West Virginia,2/16/2024,WOAH Non-Poultry,250
Dubois,Indiana,2/16/2022,Commercial Turkey Meat Bird,26600
Columbia,New York,2/15/2023,WOAH Poultry,250
Webster,Kentucky,2/15/2022,Commercial Turkey Meat Bird,53300
Hillsborough,Florida,2/14/2023,WOAH Non-Poultry,10
Benton,Washington,2/14/2023,WOAH Non-Poultry,60
Doniphan,Kansas,2/13/2023,WOAH Non-Poultry,30
Carroll,Missouri,2/13/2023,WOAH Non-Poultry,9
Twin Falls,Idaho,2/12/2024,WOAH Non-Poultry,20
Schuylkill,Pennsylvania,2/12/2024,WOAH Non-Poultry,30
Fulton,Kentucky,2/12/2022,Commercial Broiler Production,231400
Fauquier,Virginia,2/12/2022,WOAH Non-Poultry,90
Lenoir,North Carolina,2/9/2024,Commercial Turkey Meat Bird,32400
Miami-dade,Florida,2/8/2024,Live Bird Market,1500
Delta,Colorado,2/8/2024,Commercial Broiler Breeder,66500
Owyhee,Idaho,2/8/2024,WOAH Non-Poultry,9
Lancaster,Pennsylvania,2/8/2023,WOAH Poultry,20300
Mitchell,Kansas,2/8/2023,Commercial Upland Gamebird Producer,17000
Dubois,Indiana,2/8/2022,Commercial Turkey Meat Bird,29000
Calcasieu,Louisiana,2/7/2025,WOAH Non-Poultry,10
Lebanon,Pennsylvania,2/7/2025,Commercial Broiler Production,53500
Mercer,Ohio,2/7/2025,Commercial Turkey Meat Bird,4100
Mercer,Ohio,2/7/2025,Commercial Table Egg Layer,96300
Lancaster,Pennsylvania,2/7/2025,WOAH Poultry,610
Mercer,Ohio,2/7/2025,Commercial Table Egg Layer,388900
Leake,Mississippi,2/7/2023,Commercial Broiler Production,89800
Allegheny,Pennsylvania,2/7/2023,WOAH Non-Poultry,20
Mercer,Ohio,2/6/2025,Commercial Turkey Meat Bird,19900
Mercer,Ohio,2/6/2025,Commercial Turkey Meat Bird,10100
Queens,New York,2/6/2025,Live Bird Market,200
Darke,Ohio,2/6/2025,Commercial Table Egg Layer,522200
Newton,Missouri,2/6/2025,Commercial Broiler Production,44400
Mercer,Ohio,2/6/2025,Commercial Table Egg Layer,232600
Bronx,New York,2/6/2025,Live Bird Market,0
Lancaster,Pennsylvania,2/6/2025,WOAH Poultry,14900
Lebanon,Pennsylvania,2/6/2025,Commercial Table Egg Layer,86000
Lawrence,Missouri,2/6/2025,Commercial Turkey Meat Bird,9500
New London,Connecticut,2/6/2025,WOAH Non-Poultry,20
Lancaster,Pennsylvania,2/6/2025,Commercial Duck Meat Bird,40000
Essex,Massachusetts,2/6/2024,WOAH Non-Poultry,20
Gage,Nebraska,2/6/2024,Commercial Broiler Production,102000
Wayne,Pennsylvania,2/6/2024,WOAH Non-Poultry,360
Park,Wyoming,2/6/2023,WOAH Non-Poultry,10
Merced,California,2/6/2023,Commercial Duck Breeder,29100
San Joaquin,California,2/6/2023,WOAH Non-Poultry,8
Hancock,Maine,2/6/2023,WOAH Non-Poultry,30
Placer,California,2/6/2023,WOAH Non-Poultry,30
Kennebec,Maine,2/6/2023,WOAH Non-Poultry,40
Cumberland,Pennsylvania,2/5/2025,Commercial Broiler Production,26400
Mercer,Ohio,2/5/2025,Commercial Turkey Meat Bird,8900
Mercer,Ohio,2/5/2025,Commercial Table Egg Layer,174600
Pinal,Arizona,2/5/2025,WOAH Non-Poultry,0
Kings,New York,2/5/2025,Live Bird Market,0
Stanislaus,California,2/5/2025,Commercial Turkey Meat Bird,30200
Queens,New York,2/5/2025,Live Bird Market,520
Larimer,Colorado,2/5/2025,WOAH Non-Poultry,10
Auglaize,Ohio,2/5/2025,Commercial Turkey Meat Bird,11000
Mercer,Ohio,2/4/2025,Commercial Table Egg Layer,96700
Dauphin,Pennsylvania,2/4/2025,Commercial Table Egg Layer,1975300
Jasper,Missouri,2/4/2025,Commercial Turkey Meat Bird,49500
Adams,Pennsylvania,2/4/2025,WOAH Non-Poultry,30
Queens,New York,2/4/2025,Live Bird Market,1100
Bronx,New York,2/4/2025,Live Bird Market,100
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,11600
Worcester,Maryland,2/4/2025,Commercial Broiler Production,201600
Lawrence,Missouri,2/4/2025,Commercial Turkey Breeder Replacement Hens,14300
Darke,Ohio,2/4/2025,Commercial Turkey Meat Bird,5400
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,3500
Harvey,Kansas,2/4/2025,WOAH Non-Poultry,50
Alpena,Michigan,2/4/2025,WOAH Non-Poultry,8
Mercer,Ohio,2/4/2025,Commercial Table Egg Pullets,88300
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,12200
Newton,Missouri,2/4/2025,Commercial Turkey Meat Bird,13600
San Joaquin,California,2/3/2025,Commercial Turkey Meat Bird,22200
Klamath,Oregon,2/3/2025,WOAH Non-Poultry,8
Lancaster,Pennsylvania,2/1/2023,Commercial Duck Meat Bird,32800
Lancaster,Pennsylvania,2/1/2023,WOAH Poultry,2700
Montgomery,Maryland,1/31/2025,WOAH Non-Poultry,10
Barry,Missouri,1/31/2025,Commercial Turkey Meat Bird,34000
Mercer,Ohio,1/31/2025,Commercial Table Egg Layer,748800
Darke,Ohio,1/31/2025,Commercial Turkey Meat Bird,11700
Virginia Beach City,Virginia,1/31/2025,WOAH Non-Poultry,210
Mcdonald,Missouri,1/31/2025,Commercial Broiler Production,131400
Mercer,Ohio,1/31/2025,Commercial Turkey Meat Bird,22000
Placer,California,1/31/2024,WOAH Non-Poultry,20
Nance,Nebraska,1/30/2025,WOAH Non-Poultry,70
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,21700
Monroe,Pennsylvania,1/30/2025,WOAH Non-Poultry,30
Van Wert,Ohio,1/30/2025,Commercial Turkey Meat Bird,21400
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,4600
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,8700
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,11200
Jerome,Idaho,1/30/2025,WOAH Non-Poultry,10
Mercer,Ohio,1/30/2025,Commercial Table Egg Layer,437100
Mcdonald,Missouri,1/30/2025,Commercial Turkey Meat Bird,11700
Darke,Ohio,1/30/2025,Commercial Table Egg Layer,150700
Broward,Florida,1/30/2025,WOAH Non-Poultry,70
Mercer,Ohio,1/29/2025,Commercial Turkey Meat Bird,9000
San Mateo,California,1/29/2025,WOAH Non-Poultry,4
Newton,Missouri,1/29/2025,Commercial Turkey Meat Bird,19000
Mercer,Ohio,1/29/2025,Commercial Turkey Meat Bird,20100
Madera,California,1/29/2025,Commercial Duck Meat Bird,18600
Darke,Ohio,1/29/2025,Commercial Table Egg Layer,1356300
Merced,California,1/29/2025,Commercial Duck Meat Bird,87800
Darke,Ohio,1/29/2025,Commercial Turkey Meat Bird,9700
Newton,Missouri,1/28/2025,Commercial Turkey Meat Bird,14300
Kent,Delaware,1/28/2025,Commercial Broiler Production,145800
Lehigh,Pennsylvania,1/28/2025,WOAH Poultry,47900
Shelby,Indiana,1/28/2025,WOAH Non-Poultry,60
Mcdonald,Missouri,1/28/2025,Commercial Broiler Breeder,18300
Jackson,Indiana,1/28/2025,Commercial Table Egg Layer,2633900
Sampson,North Carolina,1/28/2025,Commercial Turkey Breeder Hens,24100
Mercer,Ohio,1/27/2025,Commercial Turkey Meat Bird,9300
Adams,Indiana,1/27/2025,Commercial Turkey Meat Bird,19900
Sampson,North Carolina,1/27/2025,Commercial Turkey Breeder Replacement Hens,1900
Pinal,Arizona,1/27/2025,Commercial Table Egg Layer,316600
Mercer,Ohio,1/27/2025,Commercial Duck Meat Bird,12600
Mercer,Ohio,1/27/2025,Commercial Turkey Meat Bird,12600
Mercer,Ohio,1/27/2025,Commercial Turkey Meat Bird,5100
Ulster,New York,1/27/2025,WOAH Non-Poultry,60
Kearney,Nebraska,1/27/2025,WOAH Non-Poultry,90
Hancock,Maine,1/27/2023,WOAH Non-Poultry,40
De Soto,Florida,1/26/2024,WOAH Non-Poultry,660
Daviess,Indiana,1/25/2024,Commercial Turkey Meat Bird,13100
Kennebec,Maine,1/25/2024,WOAH Non-Poultry,40
Rowan,North Carolina,1/25/2023,WOAH Non-Poultry,2
Buena Vista,Iowa,1/25/2023,Commercial Turkey Meat Bird,27700
Rockingham,Virginia,1/25/2023,Commercial Turkey Meat Bird,11100
Polk,Oregon,1/25/2023,WOAH Non-Poultry,20
Suffolk,New York,1/25/2023,WOAH Non-Poultry,10
Darke,Ohio,1/24/2025,Commercial Table Egg Layer,1818000
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,18500
Mcdonald,Missouri,1/24/2025,Primary Broiler Breeder Pedigree Farm,650
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,19600
Newton,Missouri,1/24/2025,Commercial Table Egg Layer,1149400
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,5100
Allen,Indiana,1/24/2025,WOAH Poultry,26100
Franklin,Washington,1/24/2025,Commercial Table Egg Layer,307800
Darke,Ohio,1/24/2025,Commercial Turkey Meat Bird,22300
Plymouth,Massachusetts,1/24/2025,WOAH Non-Poultry,30
Orange,Florida,1/24/2025,WOAH Non-Poultry,1
Washington,Rhode Island,1/24/2025,WOAH Non-Poultry,50
Cleveland,Arkansas,1/24/2025,Commercial Broiler Breeder,19500
Wadena,Minnesota,1/24/2025,Commercial Turkey Meat Bird,275600
Windsor,Vermont,1/24/2025,WOAH Non-Poultry,20
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,9500
New Haven,Connecticut,1/24/2025,WOAH Non-Poultry,30
Mercer,Ohio,1/23/2025,Commercial Table Egg Layer,1468900
Mercer,Ohio,1/23/2025,Commercial Turkey Meat Bird,11200
Putnam,New York,1/23/2025,WOAH Non-Poultry,60
Yolo,California,1/23/2025,WOAH Non-Poultry,6
Darke,Ohio,1/23/2025,Commercial Table Egg Pullets,349200
Mercer,Ohio,1/23/2025,Commercial Table Egg Layer,85000
Edmunds,South Dakota,1/23/2024,Commercial Upland Gamebird Producer,22200
Belknap,New Hampshire,1/23/2023,WOAH Non-Poultry,40
Newton,Missouri,1/22/2025,Commercial Turkey Meat Bird,21300
Cleveland,Arkansas,1/22/2025,Commercial Broiler Production,106900
Jasper,Missouri,1/22/2025,Commercial Turkey Meat Bird,49400
Cook,Illinois,1/22/2025,WOAH Poultry,500
Lawrence,Missouri,1/22/2025,Commercial Turkey Meat Bird,52400
Dorchester,Maryland,1/22/2025,Commercial Broiler Production,143900
Newton,Missouri,1/22/2025,Commercial Turkey Meat Bird,23000
Orangeburg,South Carolina,1/22/2024,WOAH Non-Poultry,40
Mitchell,Kansas,1/22/2024,Commercial Upland Gamebird Producer,5800
Elbert,Georgia,1/21/2025,Commercial Broiler Production,130400
Newton,Missouri,1/21/2025,Commercial Table Egg Layer,1175800
Umatilla,Oregon,1/21/2025,WOAH Non-Poultry,50
Accomack,Virginia,1/21/2025,Commercial Broiler Production,441000
Caroline,Maryland,1/21/2025,Commercial Broiler Production,108400
Weakley,Tennessee,1/20/2023,Commercial Broiler Production,267800
Larimer,Colorado,1/20/2023,WOAH Non-Poultry,70
Rockingham,Virginia,1/19/2023,Commercial Turkey Meat Bird,25300
El Dorado,California,1/19/2023,WOAH Non-Poultry,20
Snohomish,Washington,1/19/2023,WOAH Non-Poultry,20
Merced,California,1/18/2024,Commercial Table Egg Pullets,285600
Licking,Ohio,1/18/2023,WOAH Non-Poultry,30
Lampasas,Texas,1/18/2023,WOAH Poultry,70
Darke,Ohio,1/17/2025,Commercial Table Egg Pullets,200000
Jay,Indiana,1/17/2025,Commercial Turkey Meat Bird,18800
Elbert,Georgia,1/17/2025,Commercial Broiler Breeder,45500
Suffolk,New York,1/17/2025,Commercial Duck Meat Bird,101000
Darke,Ohio,1/17/2025,Commercial Table Egg Layer,103200
Horry,South Carolina,1/17/2024,WOAH Non-Poultry,190
Mitchell,Kansas,1/17/2023,Commercial Upland Gamebird Producer,6900
Dakota,Minnesota,1/16/2025,Commercial Turkey Meat Bird,79900
Mercer,Ohio,1/16/2025,Commercial Table Egg Layer,1432000
Jay,Indiana,1/16/2025,Commercial Table Egg Layer,353300
Wayne,Michigan,1/16/2025,WOAH Non-Poultry,120
Riverside,California,1/16/2025,Commercial Table Egg Pullets,208200
Queen Anne's,Maryland,1/16/2025,Commercial Broiler Production,146900
Greene,Tennessee,1/16/2025,WOAH Non-Poultry,30
Spink,South Dakota,1/16/2024,Commercial Raised for Release Upland Game Bird,1900
Cascade,Montana,1/16/2024,WOAH Non-Poultry,50
Mitchell,Kansas,1/16/2024,WOAH Poultry,220
Barnstable,Massachusetts,1/16/2024,WOAH Non-Poultry,150
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,15800
Mercer,Ohio,1/15/2025,Commercial Turkey Meat Bird,10400
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,5300
Owyhee,Idaho,1/15/2025,WOAH Non-Poultry,30
New London,Connecticut,1/15/2025,WOAH Non-Poultry,20
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,5300
Orange,Florida,1/14/2025,Live Bird Market,1300
Newton,Missouri,1/14/2025,Commercial Table Egg Layer,1585100
Darke,Ohio,1/14/2025,Commercial Turkey Meat Bird,9900
Mercer,Ohio,1/14/2025,Commercial Turkey Meat Bird,4500
Hillsborough,Florida,1/14/2025,Live Bird Market,280
Caroline,Maryland,1/14/2025,Commercial Broiler Production,228300
Culebra,Puerto Rico,1/13/2025,WOAH Poultry,380
Phillips,Kansas,1/13/2025,WOAH Non-Poultry,60
Tehama,California,1/12/2023,WOAH Poultry,23700
Mitchell,Kansas,1/11/2024,Commercial Raised for Release Upland Game Bird,1400
Douglas,Oregon,1/11/2023,WOAH Non-Poultry,0
Gregory,South Dakota,1/10/2025,WOAH Non-Poultry,90
Mitchell,Kansas,1/10/2024,Commercial Upland Gamebird Producer,3700
York,Maine,1/10/2024,WOAH Non-Poultry,60
Sherburne,Minnesota,1/10/2024,WOAH Non-Poultry,10
Mitchell,Kansas,1/10/2024,Commercial Upland Gamebird Producer,32000
Cascade,Montana,1/10/2023,WOAH Non-Poultry,10
Darke,Ohio,1/9/2025,Commercial Turkey Meat Bird,21100
Oakland,Michigan,1/9/2025,WOAH Non-Poultry,100
Clayton,Georgia,1/9/2025,WOAH Non-Poultry,10
Canyon,Idaho,1/9/2025,WOAH Non-Poultry,50
Burnet,Texas,1/9/2025,WOAH Non-Poultry,10
Kent,Delaware,1/9/2025,Commercial Broiler Production,194800
Brazoria,Texas,1/9/2025,WOAH Non-Poultry,90
Union,Oregon,1/9/2025,WOAH Poultry,380
Sonoma,California,1/9/2023,WOAH Non-Poultry,20
Sonoma,California,1/9/2023,WOAH Non-Poultry,6
Scotts Bluff,Nebraska,1/9/2023,WOAH Non-Poultry,7
San Joaquin,California,1/9/2023,WOAH Non-Poultry,10
Darke,Ohio,1/8/2025,Commercial Table Egg Layer,245300
Perry,Missouri,1/8/2025,WOAH Non-Poultry,20
Arapahoe,Colorado,1/8/2024,WOAH Non-Poultry,20
Merced,California,1/8/2024,WOAH Non-Poultry,30
Sacramento,California,1/8/2024,WOAH Non-Poultry,30
Jay,Indiana,1/7/2025,Commercial Turkey Meat Bird,20300
Hanson,South Dakota,1/7/2025,WOAH Non-Poultry,50
Hyde,North Carolina,1/7/2025,Commercial Table Egg Layer,3314900
Palm Beach,Florida,1/7/2025,WOAH Non-Poultry,4
Clinton,Iowa,1/7/2025,WOAH Non-Poultry,40
Olmsted,Minnesota,1/6/2025,WOAH Non-Poultry,120
Thurston,Washington,1/6/2023,WOAH Non-Poultry,120
Weld,Colorado,1/6/2023,WOAH Non-Poultry,40
Washburn,Wisconsin,1/5/2024,Commercial Turkey Meat Bird,41000
Codington,South Dakota,1/5/2023,WOAH Poultry,140
Ottawa,Michigan,1/4/2025,Commercial Turkey Meat Bird,55200
Ottawa,Michigan,1/4/2025,Commercial Turkey Meat Bird,47000
Kent,Delaware,1/4/2025,Commercial Broiler Production,125000
Rice,Kansas,1/4/2024,Commercial Table Egg Pullets,240000
Anderson,Kansas,1/4/2023,Commercial Upland Gamebird Producer,8900
Johnson,Missouri,1/4/2023,WOAH Non-Poultry,30
Josephine,Oregon,1/4/2023,WOAH Non-Poultry,30
Stanislaus,California,1/3/2025,Commercial Broiler Production,236100
Sharp,Arkansas,1/3/2025,WOAH Non-Poultry,20
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,20
Pocahontas,West Virginia,1/3/2025,WOAH Poultry,9
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,20
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,70
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,20
Butte,California,1/3/2025,Commercial Raised for Release Upland Game Bird,44700
Merced,California,1/3/2024,Commercial Table Egg Layer,764300
Sonoma,California,1/3/2024,Commercial Broiler Production,77900
Merced,California,1/3/2024,Commercial Broiler Production,534800
Stanislaus,California,1/2/2025,Commercial Table Egg Layer,75200
