State,Outbreak Date,Production,Species,Production Type Name
California,11/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,1/27/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,1/28/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,1/13/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Oregon,10/30/2024,Backyard Producer,Swine,Backyard Producer
California,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,10/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,10/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,1/3/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
