State,Outbreak Date,Production,Species,Production Type Name
California,10/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,9/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/2/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,9/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,10/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,11/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,9/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,8/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,8/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,8/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,8/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,8/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,7/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,7/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,7/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,7/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,7/2/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,6/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,6/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,6/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,6/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/16/2024,Backyard Producer,Alpaca,Backyard Producer
Texas,6/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,6/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,6/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,6/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Minnesota,6/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,6/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Wyoming,6/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,5/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,5/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,5/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,5/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Colorado,4/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,4/19/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
North Carolina,4/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,4/2/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,5/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,9/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/7/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,4/15/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,4/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,3/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,7/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Kansas,4/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,3/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,9/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,6/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Idaho,5/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,4/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,6/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Kansas,4/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,3/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
South Dakota,5/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,9/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,9/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,8/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
South Dakota,5/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,4/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
South Dakota,7/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,3/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
South Dakota,7/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,7/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
South Dakota,5/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Oklahoma,7/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Kansas,3/26/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/25/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,3/26/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/24/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,4/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,7/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Nevada,2/6/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
Kansas,3/26/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,11/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,4/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,7/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,2/10/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,3/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,8/26/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/14/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,5/20/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/8/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,5/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,4/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,1/22/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
Nevada,2/6/2025,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,12/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/29/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,4/12/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,4/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,6/4/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,8/28/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/1/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,7/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/13/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,6/3/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,3/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,11/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/17/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,7/30/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Texas,3/27/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
California,12/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
South Dakota,4/9/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Utah,10/31/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/21/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
New Mexico,4/6/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Ohio,4/2/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/10/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Iowa,6/18/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Oklahoma,7/11/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/22/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
South Dakota,5/23/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,4/5/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows
Michigan,5/16/2024,Dairy Milking Cows,Cattle,Dairy Milking Cows